country,iso_code,region,year,population,gdp,energy_per_capita,primary_energy_consumption,renewables_share_energy,fossil_share_energy,solar_share_energy,wind_share_energy,hydro_share_energy,coal_share_energy,oil_share_energy,gas_share_energy,co2_emissions
Japan,JPN,Asia,2021,146000000.0,5840000000000.0,933.12,116.64,24.08,69.31,23.91,6.26,0.0,31.19,24.26,13.86,40.423
Japan,JPN,Asia,2022,147000000.0,5880000000000.0,981.55,122.694,28.27,67.84,26.52,6.99,0.0,30.53,23.75,13.57,41.621
Japan,JPN,Asia,2023,148000000.0,5920000000000.0,963.39,120.424,28.69,70.91,29.45,7.62,0.0,31.91,24.82,14.18,42.698
Canada,CAN,North America,2000,38000000.0,1976000000000.0,1062.12,40.361,69.66,27.39,1.26,17.32,51.08,12.33,9.59,5.48,5.528
Canada,CAN,North America,2001,38304000.0,1991808000000.0,1047.06,39.788,66.08,30.25,1.61,15.09,49.38,13.61,10.59,6.05,6.019
Canada,CAN,North America,2002,38608000.0,2007616000000.0,1035.95,39.366,66.51,27.99,1.19,16.18,49.14,12.59,9.79,5.6,5.508
Canada,CAN,North America,2003,38912000.0,2023424000000.0,1014.36,38.546,67.4,21.11,0.55,17.61,49.24,9.5,7.39,4.22,4.068
Canada,CAN,North America,2004,39216000.0,2039232000000.0,1071.74,40.726,69.59,23.67,1.86,17.39,50.34,10.65,8.29,4.73,4.821
Canada,CAN,North America,2005,39520000.0,2055040000000.0,1074.43,40.828,72.18,27.02,1.39,18.07,52.72,12.16,9.46,5.4,5.515
Canada,CAN,North America,2006,39824000.0,2070848000000.0,1067.62,40.57,65.53,24.42,2.31,15.38,47.84,10.99,8.55,4.88,4.953
Canada,CAN,North America,2007,40128000.0,2086656000000.0,1079.42,41.018,73.64,25.85,2.55,18.98,52.1,11.63,9.05,5.17,5.301
Canada,CAN,North America,2008,40432000.0,2102464000000.0,1085.08,41.233,72.33,24.34,3.74,18.78,49.81,10.95,8.52,4.87,5.017
Canada,CAN,North America,2009,40736000.0,2118272000000.0,1149.98,43.699,72.7,25.14,3.91,17.64,51.15,11.31,8.8,5.03,5.493
Canada,CAN,North America,2010,41040000.0,2134080000000.0,1099.98,41.799,71.74,27.67,4.93,19.67,47.14,12.45,9.69,5.53,5.783
Canada,CAN,North America,2011,41344000.0,2149888000000.0,1120.65,42.585,70.48,22.21,5.2,18.04,47.24,9.99,7.77,4.44,4.728
Canada,CAN,North America,2012,41648000.0,2165696000000.0,1213.1,46.098,71.07,22.78,6.11,19.5,45.47,10.25,7.97,4.56,5.25
Canada,CAN,North America,2013,41952000.0,2181504000000.0,1169.29,44.433,72.73,22.72,6.93,17.16,48.64,10.22,7.95,4.54,5.047
Canada,CAN,North America,2014,42256000.0,2197312000000.0,1178.93,44.799,69.75,22.93,7.57,16.95,45.23,10.32,8.03,4.59,5.136
Canada,CAN,North America,2015,42560000.0,2213120000000.0,1172.64,44.56,71.07,18.85,9.29,18.81,42.97,8.48,6.6,3.77,4.201
Canada,CAN,North America,2016,42864000.0,2228928000000.0,1171.76,44.527,73.04,23.59,10.38,18.09,44.57,10.62,8.26,4.72,5.252
Canada,CAN,North America,2017,43168000.0,2244736000000.0,1233.77,46.883,75.7,17.93,11.19,20.3,44.2,8.07,6.28,3.59,4.204
Canada,CAN,North America,2018,43472000.0,2260544000000.0,1199.06,45.564,75.62,21.73,11.77,18.35,45.49,9.78,7.6,4.35,4.95
Canada,CAN,North America,2019,43776000.0,2276352000000.0,1217.62,46.269,75.21,22.74,13.01,18.43,43.76,10.23,7.96,4.55,5.26
Canada,CAN,North America,2020,44080000.0,2292160000000.0,1143.44,43.451,70.0,22.34,14.92,17.14,37.94,10.05,7.82,4.47,4.854
Canada,CAN,North America,2021,44384000.0,2307968000000.0,1197.68,45.512,73.54,22.02,15.56,18.73,39.25,9.91,7.71,4.4,5.01
Canada,CAN,North America,2022,44688000.0,2323776000000.0,1175.97,44.687,77.52,19.5,17.45,20.38,39.69,8.78,6.83,3.9,4.357
Canada,CAN,North America,2023,44992000.0,2339584000000.0,1286.8,48.898,73.89,18.14,18.8,19.32,35.76,8.16,6.35,3.63,4.436
Australia,AUS,Oceania,2000,25700000.0,1413500000000.0,1168.53,30.031,24.3,72.36,0.86,6.46,16.98,32.56,25.32,14.47,10.865
Australia,AUS,Oceania,2001,25905600.0,1424808000000.0,1100.18,28.275,27.5,73.13,1.25,6.68,19.57,32.91,25.6,14.63,10.339
Australia,AUS,Oceania,2002,26111200.0,1436116000000.0,1119.34,28.767,25.8,73.76,1.27,7.18,17.34,33.19,25.82,14.75,10.609
Australia,AUS,Oceania,2003,26316800.0,1447424000000.0,1157.36,29.744,26.46,67.96,1.65,6.96,17.85,30.58,23.79,13.59,10.107
Australia,AUS,Oceania,2004,26522400.0,1458732000000.0,1130.45,29.052,20.95,75.79,2.61,6.34,11.99,34.1,26.52,15.16,11.009
Australia,AUS,Oceania,2005,26728000.0,1470040000000.0,1122.59,28.851,28.4,69.15,2.47,9.01,16.91,31.12,24.2,13.83,9.976
Australia,AUS,Oceania,2006,26933600.0,1481348000000.0,1169.94,30.068,28.04,72.65,3.65,7.16,17.24,32.69,25.43,14.53,10.923
Australia,AUS,Oceania,2007,27139200.0,1492656000000.0,1168.61,30.033,32.85,70.45,4.85,9.26,18.74,31.7,24.66,14.09,10.579
Australia,AUS,Oceania,2008,27344800.0,1503964000000.0,1130.27,29.048,30.85,71.49,6.28,9.35,15.22,32.17,25.02,14.3,10.384
Australia,AUS,Oceania,2009,27550400.0,1515272000000.0,1176.93,30.247,29.52,68.36,6.67,7.71,15.14,30.76,23.93,13.67,10.339
Australia,AUS,Oceania,2010,27756000.0,1526580000000.0,1204.16,30.947,30.19,72.75,8.69,7.3,14.2,32.74,25.46,14.55,11.257
Australia,AUS,Oceania,2011,27961600.0,1537888000000.0,1218.25,31.309,32.16,66.72,10.53,8.74,12.89,30.02,23.35,13.34,10.444
Australia,AUS,Oceania,2012,28167200.0,1549196000000.0,1210.14,31.101,32.97,68.53,11.77,8.07,13.13,30.84,23.98,13.71,10.656
Australia,AUS,Oceania,2013,28372800.0,1560504000000.0,1272.49,32.703,28.46,65.6,13.79,6.27,8.41,29.52,22.96,13.12,10.726
Australia,AUS,Oceania,2014,28578400.0,1571812000000.0,1174.65,30.188,26.78,66.85,15.42,8.34,3.02,30.08,23.4,13.37,10.091
Australia,AUS,Oceania,2015,28784000.0,1583120000000.0,1268.29,32.595,30.15,72.29,18.42,7.21,4.52,32.53,25.3,14.46,11.781
Australia,AUS,Oceania,2016,28989600.0,1594428000000.0,1179.55,30.314,36.54,64.66,19.36,10.16,7.02,29.1,22.63,12.93,9.8
Australia,AUS,Oceania,2017,29195200.0,1605736000000.0,1271.9,32.688,35.16,68.21,23.83,9.64,1.69,30.7,23.88,13.64,11.149
Australia,AUS,Oceania,2018,29400800.0,1617044000000.0,1256.04,32.28,33.39,66.95,25.8,7.59,0.0,30.13,23.43,13.39,10.805
Australia,AUS,Oceania,2019,29606400.0,1628352000000.0,1229.62,31.601,29.87,66.19,28.18,6.37,0.0,29.79,23.17,13.24,10.459
Australia,AUS,Oceania,2020,29812000.0,1639660000000.0,1215.88,31.248,36.48,67.88,31.32,8.13,0.0,30.55,23.76,13.58,10.606
Australia,AUS,Oceania,2021,30017600.0,1650968000000.0,1306.0,33.564,32.17,65.25,34.72,7.07,0.0,29.36,22.84,13.05,10.95
Australia,AUS,Oceania,2022,30223200.0,1662276000000.0,1306.01,33.564,31.9,64.15,37.64,6.38,0.0,28.87,22.45,12.83,10.765
Australia,AUS,Oceania,2023,30428800.0,1673584000000.0,1311.15,33.697,34.96,66.1,40.0,10.1,0.0,29.75,23.14,13.22,11.138
Argentina,ARG,South America,2000,45600000.0,446880000000.0,199.19,9.083,29.14,64.24,0.05,7.33,21.76,28.91,22.49,12.85,2.918
Argentina,ARG,South America,2001,45964800.0,458052000000.0,192.45,8.776,29.03,62.33,0.09,9.01,19.93,28.05,21.81,12.47,2.735
Argentina,ARG,South America,2002,46329600.0,469224000000.0,211.33,9.636,29.48,61.87,0.0,7.08,22.41,27.84,21.65,12.37,2.981
Argentina,ARG,South America,2003,46694400.0,480396000000.0,205.42,9.367,29.96,63.51,1.18,9.63,19.14,28.58,22.23,12.7,2.975
Argentina,ARG,South America,2004,47059200.0,491568000000.0,218.28,9.953,32.36,63.88,0.73,7.9,23.72,28.74,22.36,12.78,3.179
Argentina,ARG,South America,2005,47424000.0,502740000000.0,226.88,10.346,32.26,61.97,1.84,10.28,20.15,27.89,21.69,12.39,3.205
Argentina,ARG,South America,2006,47788800.0,513912000000.0,242.84,11.074,29.87,61.74,2.5,6.66,20.71,27.78,21.61,12.35,3.418
Argentina,ARG,South America,2007,48153600.0,525084000000.0,234.23,10.681,36.4,60.46,4.36,10.73,21.31,27.21,21.16,12.09,3.229
Argentina,ARG,South America,2008,48518400.0,536256000000.0,228.04,10.399,33.07,60.05,4.69,7.62,20.76,27.02,21.02,12.01,3.122
Argentina,ARG,South America,2009,48883200.0,547428000000.0,241.78,11.025,33.98,59.33,5.64,6.94,21.41,26.7,20.77,11.87,3.271
Argentina,ARG,South America,2010,49248000.0,558600000000.0,247.75,11.297,36.01,56.53,7.69,10.23,18.09,25.44,19.79,11.31,3.193
Argentina,ARG,South America,2011,49612800.0,569772000000.0,244.61,11.154,38.13,61.01,8.67,9.48,19.99,27.46,21.35,12.2,3.403
Argentina,ARG,South America,2012,49977600.0,580944000000.0,247.76,11.298,35.37,60.9,11.11,9.01,15.25,27.41,21.32,12.18,3.44
Argentina,ARG,South America,2013,50342400.0,592116000000.0,253.97,11.581,35.43,57.67,12.21,10.09,13.12,25.95,20.18,11.53,3.339
Argentina,ARG,South America,2014,50707200.0,603288000000.0,262.09,11.951,37.31,56.95,15.26,10.54,11.51,25.63,19.93,11.39,3.403
Argentina,ARG,South America,2015,51072000.0,614460000000.0,271.05,12.36,41.16,59.57,17.07,9.98,14.11,26.81,20.85,11.91,3.681
Argentina,ARG,South America,2016,51436800.0,625632000000.0,282.28,12.872,36.65,59.85,19.41,8.38,8.86,26.93,20.95,11.97,3.852
Argentina,ARG,South America,2017,51801600.0,636804000000.0,270.05,12.315,33.72,59.1,21.32,6.28,6.12,26.6,20.69,11.82,3.639
Argentina,ARG,South America,2018,52166400.0,647976000000.0,291.35,13.286,42.81,57.73,24.65,10.78,7.37,25.98,20.2,11.55,3.835
Argentina,ARG,South America,2019,52531200.0,659148000000.0,291.42,13.289,40.1,56.81,27.26,10.35,2.5,25.56,19.88,11.36,3.775
Argentina,ARG,South America,2020,52896000.0,670320000000.0,287.33,13.102,40.68,56.69,29.98,10.71,0.0,25.51,19.84,11.34,3.714
Argentina,ARG,South America,2021,53260800.0,681492000000.0,308.64,14.074,39.19,56.68,32.99,10.27,0.0,25.5,19.84,11.34,3.988
Argentina,ARG,South America,2022,53625600.0,692664000000.0,308.88,14.085,41.2,59.13,36.59,10.31,0.0,26.61,20.69,11.83,4.164
Argentina,ARG,South America,2023,53990400.0,703836000000.0,303.06,13.819,37.87,55.39,39.48,9.28,0.0,24.93,19.39,11.08,3.827
Mexico,MEX,North America,2000,130000000.0,1300000000000.0,202.92,26.379,23.06,71.86,1.02,5.83,16.21,32.34,25.15,14.37,9.478
Mexico,MEX,North America,2001,131040000.0,1332500000000.0,197.56,25.683,20.56,71.36,0.26,5.74,14.55,32.11,24.98,14.27,9.164
Mexico,MEX,North America,2002,132080000.0,1365000000000.0,219.39,28.521,25.31,70.88,1.82,6.48,17.01,31.89,24.81,14.18,10.107
Mexico,MEX,North America,2003,133120000.0,1397500000000.0,212.5,27.625,22.08,70.35,1.34,5.69,15.05,31.66,24.62,14.07,9.717
Mexico,MEX,North America,2004,134160000.0,1430000000000.0,227.86,29.622,23.75,71.48,1.91,6.89,14.95,32.17,25.02,14.3,10.587
Mexico,MEX,North America,2005,135200000.0,1462500000000.0,215.77,28.051,19.07,72.13,1.73,4.54,12.8,32.46,25.25,14.43,10.116
Mexico,MEX,North America,2006,136240000.0,1495000000000.0,235.24,30.581,21.0,71.0,2.44,4.67,13.89,31.95,24.85,14.2,10.856
Mexico,MEX,North America,2007,137280000.0,1527500000000.0,224.57,29.195,23.95,70.35,2.56,6.17,15.22,31.66,24.62,14.07,10.269
Mexico,MEX,North America,2008,138320000.0,1560000000000.0,232.99,30.289,26.64,69.46,4.38,7.86,14.4,31.26,24.31,13.89,10.519
Mexico,MEX,North America,2009,139360000.0,1592500000000.0,241.74,31.426,25.86,67.0,5.22,5.58,15.05,30.15,23.45,13.4,10.528
Mexico,MEX,North America,2010,140400000.0,1625000000000.0,237.9,30.927,29.77,65.78,6.22,8.91,14.63,29.6,23.02,13.16,10.171
Mexico,MEX,North America,2011,141440000.0,1657500000000.0,250.37,32.548,25.44,70.25,7.32,8.19,9.94,31.61,24.59,14.05,11.433
Mexico,MEX,North America,2012,142480000.0,1690000000000.0,255.28,33.186,26.24,72.14,8.89,7.3,10.05,32.46,25.25,14.43,11.97
Mexico,MEX,North America,2013,143520000.0,1722500000000.0,265.25,34.483,30.26,70.6,10.06,6.81,13.38,31.77,24.71,14.12,12.173
Mexico,MEX,North America,2014,144560000.0,1755000000000.0,271.11,35.244,26.73,71.16,11.56,6.32,8.86,32.02,24.91,14.23,12.539
Mexico,MEX,North America,2015,145600000.0,1787500000000.0,284.9,37.037,25.83,64.84,12.98,5.8,7.04,29.18,22.69,12.97,12.007
Mexico,MEX,North America,2016,146640000.0,1820000000000.0,286.04,37.185,30.03,68.81,14.13,8.5,7.39,30.96,24.08,13.76,12.793
Mexico,MEX,North America,2017,147680000.0,1852500000000.0,282.24,36.691,26.55,69.09,15.99,6.39,4.17,31.09,24.18,13.82,12.675
Mexico,MEX,North America,2018,148720000.0,1885000000000.0,308.84,40.149,30.94,66.65,18.68,7.09,5.17,29.99,23.33,13.33,13.38
Mexico,MEX,North America,2019,149760000.0,1917500000000.0,308.53,40.109,30.37,65.93,20.48,8.1,1.79,29.67,23.07,13.19,13.221
Mexico,MEX,North America,2020,150800000.0,1950000000000.0,292.45,38.018,32.84,64.31,22.39,7.17,3.29,28.94,22.51,12.86,12.225
Mexico,MEX,North America,2021,151840000.0,1982500000000.0,302.98,39.387,35.24,62.49,23.56,8.53,3.15,28.12,21.87,12.5,12.306
Mexico,MEX,North America,2022,152880000.0,2015000000000.0,304.58,39.595,33.2,66.07,26.74,8.13,0.0,29.73,23.12,13.21,13.08
Mexico,MEX,North America,2023,153920000.0,2047500000000.0,319.64,41.553,31.5,67.21,29.11,8.61,0.0,30.25,23.53,13.44,13.965
South Africa,ZAF,Africa,2000,60100000.0,360600000000.0,115.33,6.931,10.35,90.36,0.27,2.99,7.1,40.66,31.63,18.07,3.132
South Africa,ZAF,Africa,2001,60580800.0,369615000000.0,127.57,7.667,7.38,90.82,0.0,1.87,5.51,40.87,31.79,18.16,3.482
South Africa,ZAF,Africa,2002,61061600.0,378630000000.0,135.83,8.164,12.27,89.79,0.35,3.63,8.29,40.4,31.43,17.96,3.665
South Africa,ZAF,Africa,2003,61542400.0,387645000000.0,133.99,8.053,10.81,89.72,0.0,3.38,7.44,40.37,31.4,17.94,3.612
South Africa,ZAF,Africa,2004,62023200.0,396660000000.0,128.63,7.731,7.29,88.19,0.85,1.24,5.2,39.69,30.87,17.64,3.409
South Africa,ZAF,Africa,2005,62504000.0,405675000000.0,130.16,7.822,13.51,89.05,1.65,3.82,8.04,40.07,31.17,17.81,3.483
South Africa,ZAF,Africa,2006,62984800.0,414690000000.0,138.06,8.297,9.39,87.65,2.52,1.56,5.31,39.44,30.68,17.53,3.636
South Africa,ZAF,Africa,2007,63465600.0,423705000000.0,137.25,8.248,10.8,88.4,3.04,2.26,5.5,39.78,30.94,17.68,3.646
South Africa,ZAF,Africa,2008,63946400.0,432720000000.0,142.27,8.551,10.73,90.67,3.92,2.91,3.91,40.8,31.73,18.13,3.876
South Africa,ZAF,Africa,2009,64427200.0,441735000000.0,140.27,8.43,9.08,83.35,4.97,3.53,0.58,37.51,29.17,16.67,3.513
South Africa,ZAF,Africa,2010,64908000.0,450750000000.0,150.83,9.065,17.46,85.39,5.45,5.91,6.11,38.43,29.89,17.08,3.87
South Africa,ZAF,Africa,2011,65388800.0,459765000000.0,157.7,9.478,16.91,88.59,7.66,4.82,4.42,39.87,31.01,17.72,4.198
South Africa,ZAF,Africa,2012,65869600.0,468780000000.0,155.98,9.375,12.12,84.19,8.48,2.86,0.78,37.89,29.47,16.84,3.946
South Africa,ZAF,Africa,2013,66350400.0,477795000000.0,159.42,9.581,15.04,87.39,9.4,5.24,0.4,39.32,30.59,17.48,4.186
South Africa,ZAF,Africa,2014,66831200.0,486810000000.0,152.93,9.191,13.7,83.7,10.66,3.34,0.0,37.66,29.29,16.74,3.846
South Africa,ZAF,Africa,2015,67312000.0,495825000000.0,159.93,9.612,17.55,86.04,12.71,6.24,0.0,38.72,30.12,17.21,4.135
South Africa,ZAF,Africa,2016,67792800.0,504840000000.0,163.16,9.806,16.12,83.98,15.01,3.66,0.0,37.79,29.39,16.8,4.118
South Africa,ZAF,Africa,2017,68273600.0,513855000000.0,168.49,10.126,19.16,87.17,16.82,3.67,0.0,39.23,30.51,17.43,4.414
South Africa,ZAF,Africa,2018,68754400.0,522870000000.0,173.23,10.411,12.29,84.39,18.43,2.61,0.0,37.97,29.53,16.88,4.393
South Africa,ZAF,Africa,2019,69235200.0,531885000000.0,170.79,10.264,17.29,82.33,19.83,1.45,0.0,37.05,28.81,16.47,4.225
South Africa,ZAF,Africa,2020,69716000.0,540900000000.0,177.53,10.67,20.24,86.37,22.67,4.46,0.0,38.86,30.23,17.27,4.607
South Africa,ZAF,Africa,2021,70196800.0,549915000000.0,187.21,11.251,15.13,83.3,25.2,5.01,0.0,37.48,29.15,16.66,4.686
South Africa,ZAF,Africa,2022,70677600.0,558930000000.0,181.39,10.901,17.16,80.59,27.41,4.06,0.0,36.27,28.21,16.12,4.393
South Africa,ZAF,Africa,2023,71158400.0,567945000000.0,197.46,11.868,19.83,80.39,30.15,4.69,0.0,36.18,28.14,16.08,4.77
Norway,NOR,Europe,2000,5100000.0,382500000000.0,1539.78,7.853,94.51,1.0,0.99,24.36,69.15,0.45,0.35,0.2,0.039
Norway,NOR,Europe,2001,5140800.0,385560000000.0,1441.12,7.35,96.57,2.68,0.91,23.61,72.05,1.21,0.94,0.54,0.099
Norway,NOR,Europe,2002,5181600.0,388620000000.0,1461.98,7.456,94.36,1.89,1.41,24.06,68.9,0.85,0.66,0.38,0.071
Norway,NOR,Europe,2003,5222400.0,391680000000.0,1502.15,7.661,94.07,3.29,1.19,22.71,70.18,1.48,1.15,0.66,0.126
Norway,NOR,Europe,2004,5263200.0,394740000000.0,1550.86,7.909,99.0,1.0,1.44,25.18,72.38,0.45,0.35,0.2,0.04
Norway,NOR,Europe,2005,5304000.0,397800000000.0,1521.27,7.758,98.53,1.0,1.84,24.72,71.96,0.45,0.35,0.2,0.039
Norway,NOR,Europe,2006,5344800.0,400860000000.0,1614.63,8.235,92.77,1.0,1.39,20.83,70.55,0.45,0.35,0.2,0.041
Norway,NOR,Europe,2007,5385600.0,403920000000.0,1584.99,8.083,99.0,3.68,1.71,24.02,73.27,1.66,1.29,0.74,0.149
Norway,NOR,Europe,2008,5426400.0,406980000000.0,1557.73,7.944,99.0,1.0,2.38,24.27,72.35,0.45,0.35,0.2,0.04
Norway,NOR,Europe,2009,5467200.0,410040000000.0,1623.59,8.28,99.0,2.12,2.46,24.5,72.05,0.95,0.74,0.42,0.088
Norway,NOR,Europe,2010,5508000.0,413100000000.0,1616.22,8.243,97.22,1.0,3.15,24.12,69.94,0.45,0.35,0.2,0.041
Norway,NOR,Europe,2011,5548800.0,416160000000.0,1611.13,8.217,99.0,1.0,5.02,25.9,68.08,0.45,0.35,0.2,0.041
Norway,NOR,Europe,2012,5589600.0,419220000000.0,1611.05,8.216,98.34,1.0,4.31,26.46,67.57,0.45,0.35,0.2,0.041
Norway,NOR,Europe,2013,5630400.0,422280000000.0,1659.37,8.463,99.0,1.0,5.27,25.6,68.13,0.45,0.35,0.2,0.042
Norway,NOR,Europe,2014,5671200.0,425340000000.0,1719.54,8.77,99.0,1.0,5.64,24.42,68.94,0.45,0.35,0.2,0.044
Norway,NOR,Europe,2015,5712000.0,428400000000.0,1783.95,9.098,99.0,1.0,5.94,23.68,69.38,0.45,0.35,0.2,0.045
Norway,NOR,Europe,2016,5752800.0,431460000000.0,1714.96,8.746,99.0,1.0,6.82,23.69,68.5,0.45,0.35,0.2,0.044
Norway,NOR,Europe,2017,5793600.0,434520000000.0,1764.7,9.0,99.0,1.0,7.73,27.34,63.93,0.45,0.35,0.2,0.045
Norway,NOR,Europe,2018,5834400.0,437580000000.0,1697.82,8.659,99.0,1.0,8.58,25.09,65.33,0.45,0.35,0.2,0.043
Norway,NOR,Europe,2019,5875200.0,440640000000.0,1675.82,8.547,99.0,1.0,9.07,25.89,64.04,0.45,0.35,0.2,0.043
Norway,NOR,Europe,2020,5916000.0,443700000000.0,1708.27,8.712,99.0,1.0,10.6,26.05,62.35,0.45,0.35,0.2,0.044
Norway,NOR,Europe,2021,5956800.0,446760000000.0,1796.18,9.161,99.0,1.0,10.99,25.3,62.71,0.45,0.35,0.2,0.046
Norway,NOR,Europe,2022,5997600.0,449820000000.0,1715.19,8.747,99.0,1.0,11.88,26.37,60.75,0.45,0.35,0.2,0.044
Norway,NOR,Europe,2023,6038400.0,452880000000.0,1829.19,9.329,99.0,1.0,12.87,24.32,61.81,0.45,0.35,0.2,0.047
Denmark,DNK,Europe,2000,5900000.0,354000000000.0,1211.68,7.149,71.95,23.19,4.16,16.81,50.98,10.44,8.12,4.64,0.829
Denmark,DNK,Europe,2001,5947200.0,356832000000.0,1219.88,7.197,71.51,25.05,4.52,17.62,49.37,11.27,8.77,5.01,0.902
Denmark,DNK,Europe,2002,5994400.0,359664000000.0,1169.97,6.903,71.92,26.05,4.4,18.11,49.41,11.72,9.12,5.21,0.899
Denmark,DNK,Europe,2003,6041600.0,362496000000.0,1247.74,7.362,71.3,22.6,5.15,18.01,48.15,10.17,7.91,4.52,0.832
Denmark,DNK,Europe,2004,6088800.0,365328000000.0,1279.63,7.55,74.72,24.88,4.81,19.09,50.82,11.2,8.71,4.98,0.939
Denmark,DNK,Europe,2005,6136000.0,368160000000.0,1243.03,7.334,75.52,27.06,4.94,17.91,52.67,12.18,9.47,5.41,0.992
Denmark,DNK,Europe,2006,6183200.0,370992000000.0,1289.57,7.608,74.37,18.57,5.94,18.06,50.37,8.36,6.5,3.71,0.706
Denmark,DNK,Europe,2007,6230400.0,373824000000.0,1294.17,7.636,75.71,22.95,6.0,18.49,51.21,10.33,8.03,4.59,0.876
Denmark,DNK,Europe,2008,6277600.0,376656000000.0,1300.37,7.672,74.96,23.7,6.87,17.8,50.29,10.66,8.29,4.74,0.909
Denmark,DNK,Europe,2009,6324800.0,379488000000.0,1300.57,7.673,74.84,23.49,7.8,20.55,46.49,10.57,8.22,4.7,0.901
Denmark,DNK,Europe,2010,6372000.0,382320000000.0,1284.21,7.577,75.65,21.48,8.07,19.71,47.87,9.67,7.52,4.3,0.814
Denmark,DNK,Europe,2011,6419200.0,385152000000.0,1342.82,7.923,74.68,19.04,8.39,20.38,45.91,8.57,6.66,3.81,0.754
Denmark,DNK,Europe,2012,6466400.0,387984000000.0,1361.04,8.03,76.88,20.97,9.95,18.29,48.64,9.43,7.34,4.19,0.842
Denmark,DNK,Europe,2013,6513600.0,390816000000.0,1332.33,7.861,79.6,21.48,11.12,20.9,47.58,9.67,7.52,4.3,0.844
Denmark,DNK,Europe,2014,6560800.0,393648000000.0,1261.12,7.441,79.44,18.82,11.07,20.37,48.0,8.47,6.59,3.76,0.7
Denmark,DNK,Europe,2015,6608000.0,396480000000.0,1409.01,8.313,78.25,21.69,13.91,20.88,43.46,9.76,7.59,4.34,0.901
Denmark,DNK,Europe,2016,6655200.0,399312000000.0,1288.55,7.602,80.44,19.59,15.3,19.86,45.27,8.81,6.85,3.92,0.744
Denmark,DNK,Europe,2017,6702400.0,402144000000.0,1368.24,8.073,83.73,18.74,15.68,21.48,46.57,8.43,6.56,3.75,0.756
Denmark,DNK,Europe,2018,6749600.0,404976000000.0,1380.81,8.147,83.22,17.49,17.49,20.06,45.66,7.87,6.12,3.5,0.713
Denmark,DNK,Europe,2019,6796800.0,407808000000.0,1364.6,8.051,79.04,18.32,18.49,19.07,41.49,8.24,6.41,3.66,0.737
Denmark,DNK,Europe,2020,6844000.0,410640000000.0,1423.74,8.4,80.53,15.03,20.07,20.21,40.24,6.77,5.26,3.01,0.631
Denmark,DNK,Europe,2021,6891200.0,413472000000.0,1415.02,8.349,80.51,16.19,21.76,21.47,37.29,7.29,5.67,3.24,0.676
Denmark,DNK,Europe,2022,6938400.0,416304000000.0,1439.62,8.494,81.8,17.03,23.38,20.66,37.75,7.66,5.96,3.41,0.723
Denmark,DNK,Europe,2023,6985600.0,419136000000.0,1466.66,8.653,81.36,15.41,25.7,20.36,35.3,6.93,5.39,3.08,0.667
Spain,ESP,Europe,2000,47400000.0,1422000000000.0,572.75,27.148,41.88,48.58,3.76,8.67,29.45,21.86,17.0,9.72,6.595
Spain,ESP,Europe,2001,47779200.0,1457550000000.0,585.83,27.768,42.97,50.67,2.42,11.64,28.91,22.8,17.73,10.13,7.035
Spain,ESP,Europe,2002,48158400.0,1493100000000.0,646.95,30.665,43.16,52.53,3.01,10.52,29.63,23.64,18.39,10.51,8.054
Spain,ESP,Europe,2003,48537600.0,1528650000000.0,640.91,30.379,39.0,47.52,3.1,8.76,27.13,21.38,16.63,9.5,7.218
Spain,ESP,Europe,2004,48916800.0,1564200000000.0,647.13,30.674,43.89,48.16,3.76,11.14,28.99,21.67,16.86,9.63,7.386
Spain,ESP,Europe,2005,49296000.0,1599750000000.0,673.0,31.9,41.99,51.08,4.45,10.52,27.02,22.99,17.88,10.22,8.148
Spain,ESP,Europe,2006,49675200.0,1635300000000.0,695.94,32.988,45.08,49.82,5.12,10.66,29.3,22.42,17.44,9.96,8.217
Spain,ESP,Europe,2007,50054400.0,1670850000000.0,704.3,33.384,42.76,47.78,5.65,10.48,26.63,21.5,16.72,9.56,7.976
Spain,ESP,Europe,2008,50433600.0,1706400000000.0,722.01,34.223,41.71,46.12,6.22,10.59,24.91,20.75,16.14,9.22,7.892
Spain,ESP,Europe,2009,50812800.0,1741950000000.0,756.38,35.852,48.44,45.14,6.72,12.54,29.18,20.31,15.8,9.03,8.091
Spain,ESP,Europe,2010,51192000.0,1777500000000.0,770.68,36.53,49.9,44.13,7.85,13.48,28.58,19.86,15.45,8.83,8.061
Spain,ESP,Europe,2011,51571200.0,1813050000000.0,771.63,36.575,49.57,45.67,8.91,12.65,28.01,20.55,15.99,9.13,8.353
Spain,ESP,Europe,2012,51950400.0,1848600000000.0,739.08,35.033,48.84,47.41,10.3,13.51,25.03,21.34,16.59,9.48,8.305
Spain,ESP,Europe,2013,52329600.0,1884150000000.0,768.98,36.45,49.72,47.73,10.96,12.02,26.74,21.48,16.71,9.55,8.699
Spain,ESP,Europe,2014,52708800.0,1919700000000.0,828.95,39.292,47.66,44.51,12.56,13.22,21.87,20.03,15.58,8.9,8.745
Spain,ESP,Europe,2015,53088000.0,1955250000000.0,783.33,37.13,47.4,44.36,15.04,11.04,21.31,19.96,15.53,8.87,8.236
Spain,ESP,Europe,2016,53467200.0,1990800000000.0,825.07,39.108,52.19,41.97,16.45,13.02,22.72,18.88,14.69,8.39,8.206
Spain,ESP,Europe,2017,53846400.0,2026350000000.0,842.85,39.951,47.77,44.94,17.86,11.93,17.98,20.22,15.73,8.99,8.976
